109,18.2,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0.0,0.0,6.0,Dubai International Cricket Stadium,168.0,Islamabad United,190.0
110,18.3,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0.0,0.0,6.0,Dubai International Cricket Stadium,168.0,Islamabad United,190.0
111,18.4,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,1.0,0.0,6.0,Dubai International Cricket Stadium,169.0,Islamabad United,190.0
112,18.5,Peshawar Zalmi,Iftikhar Ahmed,CJ Jordan,Mohammad Sami,0.0,0.0,7.0,Dubai International Cricket Stadium,169.0,Islamabad United,190.0
113,18.6,Peshawar Zalmi,CJ Jordan,Hasan Ali,Mohammad Sami,1.0,0.0,7.0,Dubai International Cricket Stadium,170.0,Islamabad United,190.0
114,19.1,Peshawar Zalmi,CJ Jordan,Hasan Ali,SR Watson,4.0,0.0,7.0,Dubai International Cricket Stadium,174.0,Islamabad United,190.0
115,19.2,Peshawar Zalmi,CJ Jordan,Hasan Ali,SR Watson,1.0,0.0,7.0,Dubai International Cricket Stadium,175.0,Islamabad United,190.0
116,19.3,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0.0,1.0,7.0,Dubai International Cricket Stadium,176.0,Islamabad United,190.0
117,19.4,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,4.0,0.0,7.0,Dubai International Cricket Stadium,180.0,Islamabad United,190.0
118,19.5,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0.0,1.0,7.0,Dubai International Cricket Stadium,181.0,Islamabad United,190.0
119,19.6,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0.0,1.0,7.0,Dubai International Cricket Stadium,182.0,Islamabad United,190.0
120,19.7,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0.0,0.0,8.0,Dubai International Cricket Stadium,182.0,Islamabad United,190.0
